book_name,author_id,author_name,publishing_company,city,fiscal_year,calendar_year,year_month,date,AutoARIMA,HoltWinters,SeasonalNaive
Decision according onto.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202407,2024-07-01,336551.97,347214.75,336429.62
Decision according onto.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202408,2024-08-01,354317.72,373624.53,354248.03
Decision according onto.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2025,2024,202409,2024-09-01,398239.06,388210.03,398199.38
Decision according onto.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2025,2024,202410,2024-10-01,396659.84,393131.16,377245.56
Decision according onto.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2025,2024,202411,2024-11-01,345191.3,367083.12,334133.34
Decision according onto.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2025,2024,202412,2024-12-01,319345.25,351930.03,313046.84
Decision according onto.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2025,2025,202501,2025-01-01,319943.94,349189.38,316356.5
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2023,202310,2023-10-01,146448.2,132837.25,151419.61
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2023,202311,2023-11-01,156844.33,146314.47,144792.44
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2023,202312,2023-12-01,163026.31,155226.86,157169.66
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2024,202401,2024-01-01,170291.88,153998.1,150956.12
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2024,202402,2024-02-01,176560.03,155034.33,139504.27
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2024,202403,2024-03-01,233523.62,205338.39,178807.3
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2024,202404,2024-04-01,153354.17,149872.95,133478.75
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2024,202405,2024-05-01,131404.45,128649.625,118205.46
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2024,202406,2024-06-01,137522.62,124861.55,120416.555
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2024,202407,2024-07-01,135523.22,114909.43,117021.18
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2024,2024,202408,2024-08-01,137125.86,115428.336,107066.375
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2025,2024,202409,2024-09-01,163206.78,137662.92,139929.89
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2025,2024,202410,2024-10-01,166126.3,133211.92,151419.61
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2025,2024,202411,2024-11-01,166814.64,146644.95,144792.44
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2025,2024,202412,2024-12-01,176529.56,155518.39,157169.66
Brother first high against.,97959863,Carl Fox,Contreras and Sons,East Amyton,2025,2025,202501,2025-01-01,176108.47,154255.25,150956.12
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2023,202310,2023-10-01,50153.688,67220.81,86201.28
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2023,202311,2023-11-01,50153.688,72578.51,86663.63
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2023,202312,2023-12-01,50153.688,62142.293,81793.38
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2024,202401,2024-01-01,50153.688,62541.85,81586.19
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2024,202402,2024-02-01,50153.688,63950.688,83243.8
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2024,202403,2024-03-01,50153.688,69445.18,71862.48
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2024,202404,2024-04-01,50153.688,65128.42,66549.09
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2024,202405,2024-05-01,50153.688,70103.25,65938.945
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2024,202406,2024-06-01,50153.688,72031.914,67091.586
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2024,202407,2024-07-01,50153.688,68787.68,68398.08
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2024,2024,202408,2024-08-01,50153.688,70373.83,67315.29
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2025,2024,202409,2024-09-01,50153.688,70646.12,50153.688
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2025,2024,202410,2024-10-01,50153.688,72745.82,86201.28
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2025,2024,202411,2024-11-01,50153.688,78103.516,86663.63
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2025,2024,202412,2024-12-01,50153.688,67667.305,81793.38
Truth question board.,88282963,Craig Villarreal,Anderson-Frey,East Amyton,2025,2025,202501,2025-01-01,50153.688,68066.87,81586.19
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2023,202310,2023-10-01,298159.62,331199.78,372125.4
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2023,202311,2023-11-01,256313.31,285473.1,307376.75
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2023,202312,2023-12-01,217888.16,243557.33,278216.03
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2024,202401,2024-01-01,242680.23,276756.3,303530.7
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2024,202402,2024-02-01,222365.19,250204.53,270393.22
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2024,202403,2024-03-01,346031.78,350493.88,351201.47
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2024,202404,2024-04-01,331427.7,354271.75,347565.7
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2024,202405,2024-05-01,313646.12,331908.88,358092.22
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2024,202406,2024-06-01,288356.5,323179.38,334744.2
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2024,202407,2024-07-01,274667.16,325137.8,347749.88
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2024,2024,202408,2024-08-01,293579.2,316355.88,345611.34
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2025,2024,202409,2024-09-01,278745.6,310474.5,336067.94
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2025,2024,202410,2024-10-01,231346.56,307493.28,372125.4
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2025,2024,202411,2024-11-01,177282.98,261766.6,307376.75
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2025,2024,202412,2024-12-01,143799.94,219850.83,278216.03
Tell because by set activity.,21468029,Ruth Franklin,Anderson-Frey,Port Anthonyhaven,2025,2025,202501,2025-01-01,168870.78,253049.81,303530.7
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202310,2023-10-01,216970.5,204273.31,211685.55
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202311,2023-11-01,198771.22,209788.12,196914.78
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202312,2023-12-01,212739.33,208994.83,212087.22
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202401,2024-01-01,214595.48,201132.69,214366.42
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202402,2024-02-01,205089.67,200019.27,205009.2
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202403,2024-03-01,216146.31,205669.03,216118.05
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202404,2024-04-01,218175.7,223530.98,218165.78
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202405,2024-05-01,224842.88,207105.61,224839.39
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202406,2024-06-01,213830.28,211536.23,213829.06
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202407,2024-07-01,214236.23,202357.19,214235.81
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202408,2024-08-01,231143.69,220198.78,231143.53
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202409,2024-09-01,232193.89,205877.38,232193.84
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202410,2024-10-01,216970.52,196673.81,211685.55
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202411,2024-11-01,198771.22,202188.62,196914.78
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202412,2024-12-01,212739.33,201395.33,212087.22
Structure two thus generation foot enter.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2025,202501,2025-01-01,214595.48,193533.19,214366.42
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2023,202310,2023-10-01,91886.74,49837.832,83566.73
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2023,202311,2023-11-01,86954.195,46292.45,78634.18
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2023,202312,2023-12-01,87149.695,40238.703,78829.68
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202401,2024-01-01,82010.266,46188.152,73690.26
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202402,2024-02-01,84986.75,34146.508,76666.734
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202403,2024-03-01,90797.23,52400.777,82477.22
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202404,2024-04-01,83247.66,39599.516,74927.64
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202405,2024-05-01,84693.01,34290.938,76372.99
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202406,2024-06-01,90371.484,23372.01,82051.47
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202407,2024-07-01,87514.98,20975.535,79194.96
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202408,2024-08-01,80466.21,17572.924,72146.195
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202409,2024-09-01,98171.76,18590.055,89851.75
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202410,2024-10-01,100206.75,10138.531,83566.73
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202411,2024-11-01,95274.21,6593.1465,78634.18
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202412,2024-12-01,95469.71,539.40106,78829.68
Information worker management brother.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2025,202501,2025-01-01,90330.28,6488.848,73690.26
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2023,202310,2023-10-01,154174.1,156055.7,162834.77
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2023,202311,2023-11-01,159218.53,157616.95,167879.2
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2023,202312,2023-12-01,159123.55,155475.1,167784.23
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2024,202401,2024-01-01,156348.8,153210.9,165009.47
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2024,202402,2024-02-01,157638.97,153639.23,166299.64
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2024,202403,2024-03-01,158776.89,168568.08,167437.58
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2024,202404,2024-04-01,165726.89,175399.7,174387.56
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2024,202405,2024-05-01,170492.34,175195.33,179153.03
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2024,202406,2024-06-01,161984.83,158544.5,170645.52
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2024,202407,2024-07-01,161821.44,154808.27,170482.11
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2024,2024,202408,2024-08-01,156389.84,154226.7,165050.52
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2025,2024,202409,2024-09-01,150410.81,149571.02,159071.48
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2025,2024,202410,2024-10-01,145513.4,149907.67,162834.77
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2025,2024,202411,2024-11-01,150557.84,151728.92,167879.2
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2025,2024,202412,2024-12-01,150462.88,149836.06,167784.23
See position outside describe.,85404472,Charles Hopkins,Contreras and Sons,Antonioburgh,2025,2025,202501,2025-01-01,147688.11,147810.36,165009.47
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2023,202310,2023-10-01,175878.11,156122.62,158344.97
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2023,202311,2023-11-01,172943.3,151980.69,155550.48
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2023,202312,2023-12-01,170264.73,149760.6,162456.88
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202401,2024-01-01,161911.45,142891.31,152196.4
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202402,2024-02-01,163392.23,147211.94,152128.22
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202403,2024-03-01,167676.28,151952.42,154462.62
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202404,2024-04-01,172186.98,154420.98,159506.9
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202405,2024-05-01,176353.7,158240.31,166612.47
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202406,2024-06-01,183779.39,161574.64,167294.14
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202407,2024-07-01,172811.8,151247.7,160397.95
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2024,2024,202408,2024-08-01,175963.02,151228.3,168729.1
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2025,2024,202409,2024-09-01,183990.94,157410.75,182683.48
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2025,2024,202410,2024-10-01,177508.3,149105.02,158344.97
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2025,2024,202411,2024-11-01,174649.11,144963.1,155550.48
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2025,2024,202412,2024-12-01,177135.05,142743.0,162456.88
Until reason parent Mr both over.,40855367,Louis White,Shannon-Diaz,Robertbury,2025,2025,202501,2025-01-01,167754.16,135873.72,152196.4
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2023,202310,2023-10-01,239135.1,231099.52,223159.97
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2023,202311,2023-11-01,239636.95,236030.98,223661.83
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2023,202312,2023-12-01,231918.36,228860.34,215943.22
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2024,202401,2024-01-01,234015.2,224001.36,218040.08
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2024,202402,2024-02-01,226539.22,221891.56,210564.08
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2024,202403,2024-03-01,224228.03,227677.84,208252.9
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2024,202404,2024-04-01,245094.56,237440.86,229119.42
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2024,202405,2024-05-01,242168.03,237046.45,226192.9
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2024,202406,2024-06-01,261923.16,242271.48,245948.03
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2024,202407,2024-07-01,254461.14,233431.25,238486.02
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2024,2024,202408,2024-08-01,243550.88,231480.73,227575.73
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2025,2024,202409,2024-09-01,235175.12,229543.1,219199.98
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2025,2024,202410,2024-10-01,255110.22,238552.56,223159.97
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2025,2024,202411,2024-11-01,255612.1,243484.02,223661.83
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2025,2024,202412,2024-12-01,247893.48,236313.38,215943.22
Table ground close institution form style.,98572540,Darren Conrad,Bond Group,East Robert,2025,2025,202501,2025-01-01,249990.34,231454.39,218040.08
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2023,202310,2023-10-01,394025.1,375537.38,409037.22
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2023,202311,2023-11-01,331977.25,325433.84,340763.8
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2023,202312,2023-12-01,308511.12,297895.56,313653.88
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202401,2024-01-01,339627.28,312488.28,342637.3
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202402,2024-02-01,310933.72,279283.5,312695.47
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202403,2024-03-01,349047.22,358131.8,350078.38
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202404,2024-04-01,356483.53,363002.94,357087.06
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202405,2024-05-01,378750.12,352766.4,379103.38
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202406,2024-06-01,380930.2,345872.47,381136.94
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202407,2024-07-01,358197.47,324082.22,358318.47
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2024,2024,202408,2024-08-01,366060.44,342133.3,366131.25
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2025,2024,202409,2024-09-01,384946.3,356904.5,384987.78
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2025,2024,202410,2024-10-01,394000.84,350473.62,409037.22
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2025,2024,202411,2024-11-01,331963.06,300370.06,340763.8
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2025,2024,202412,2024-12-01,308502.8,272831.8,313653.88
Unit thus trouble situation already heavy.,67584598,Paul Sloan,"Pratt, Schmitt and Smith",Robertbury,2025,2025,202501,2025-01-01,339622.4,287424.5,342637.3
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2023,202310,2023-10-01,372552.4,292546.62,311525.84
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2023,202311,2023-11-01,312134.12,256087.58,304592.3
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2023,202312,2023-12-01,310222.78,248995.92,298307.75
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2024,202401,2024-01-01,302247.25,244670.02,285655.1
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2024,202402,2024-02-01,305297.62,244656.92,295478.72
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2024,202403,2024-03-01,313607.72,273086.38,295705.03
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2024,202404,2024-04-01,334993.66,283203.8,320068.84
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2024,202405,2024-05-01,312600.16,252429.47,305796.4
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2024,202406,2024-06-01,311037.16,248862.95,307846.62
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2024,202407,2024-07-01,304031.6,239729.44,303924.9
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2024,2024,202408,2024-08-01,303924.2,235145.22,301218.4
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2025,2024,202409,2024-09-01,297441.94,219670.88,296529.44
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2025,2024,202410,2024-10-01,336080.6,246681.98,311525.84
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2025,2024,202411,2024-11-01,307252.2,210222.92,304592.3
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2025,2024,202412,2024-12-01,302890.72,203131.27,298307.75
Evening first lead skin offer.,61473375,Stephen Kirk,Contreras and Sons,Antonioburgh,2025,2025,202501,2025-01-01,292254.78,198805.36,285655.1
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202310,2023-10-01,83837.11,114682.23,114172.82
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202311,2023-11-01,59660.754,109823.586,113467.11
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202312,2023-12-01,34330.71,119080.04,112459.984
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202401,2024-01-01,37856.145,117588.57,138489.75
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202402,2024-02-01,24432.0,109280.086,114702.484
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202403,2024-03-01,27447.393,123574.24,128555.23
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202404,2024-04-01,27085.416,122951.29,124123.805
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202405,2024-05-01,23428.541,116819.75,110790.586
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202406,2024-06-01,21219.887,107429.77,102794.44
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202407,2024-07-01,30363.084,117378.445,135956.97
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202408,2024-08-01,24346.162,118741.01,116366.53
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202409,2024-09-01,20759.236,119585.4,109875.234
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202410,2024-10-01,15885.516,112272.734,114172.82
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202411,2024-11-01,9328.022,107414.1,113467.11
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202412,2024-12-01,3010.6953,116670.555,112459.984
Her man much over company deep make.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2025,202501,2025-01-01,1745.4032,115179.086,138489.75
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202310,2023-10-01,289736.66,289505.34,325491.2
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202311,2023-11-01,263736.16,262291.5,311238.75
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202312,2023-12-01,223305.31,225768.9,250842.11
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202401,2024-01-01,262826.22,265009.06,291012.12
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202402,2024-02-01,240145.81,244457.33,278625.6
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202403,2024-03-01,313724.1,302135.4,327532.2
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202404,2024-04-01,308198.3,304322.5,320346.84
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202405,2024-05-01,298953.88,276476.16,311969.0
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202406,2024-06-01,279498.9,276122.34,291874.72
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202407,2024-07-01,267442.38,271226.56,291066.28
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202408,2024-08-01,283806.28,288681.9,302342.5
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202409,2024-09-01,269477.1,291565.88,318314.6
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202410,2024-10-01,244185.88,267451.8,325491.2
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202411,2024-11-01,223931.5,240237.94,311238.75
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202412,2024-12-01,173735.14,203715.34,250842.11
Million relate month field.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2025,202501,2025-01-01,213573.53,242955.5,291012.12
